ASV,H2O-041-513-718-1F_filt.fastq.gz,H2O-042-515-718-1F_filt.fastq.gz,H2O-043-516-718-1F_filt.fastq.gz,H2O-044-517-718-1F_filt.fastq.gz,H2O-045-518-719-1F_filt.fastq.gz,H2O-046-520-719-1F_filt.fastq.gz,H2O-047-521-719-1F_filt.fastq.gz,H2O-048-522-719-1F_filt.fastq.gz,H2O-049-502-719-1F_filt.fastq.gz,H2O-050-503-719-1F_filt.fastq.gz,H2O-051-505-719-1F_filt.fastq.gz,H2O-052-506-719-1F_filt.fastq.gz,H2O-053-507-719-1F_filt.fastq.gz,H2O-054-508-719-1F_filt.fastq.gz,H2O-055-510-719-1F_filt.fastq.gz,H2O-056-511-720-1F_filt.fastq.gz,H2O-057-513-720-1F_filt.fastq.gz,H2O-058-515-720-1F_filt.fastq.gz,H2O-059-516-720-1F_filt.fastq.gz,H2O-060-517-720-1F_filt.fastq.gz,H2O-061-521-720-1F_filt.fastq.gz,H2O-062-520-720-1F_filt.fastq.gz,NP-001-502-714-1F_filt.fastq.gz,NP-002-503-714-1F_filt.fastq.gz,NP-003-505-714-1F_filt.fastq.gz,NP-004-506-714-1F_filt.fastq.gz,NP-007-510-714-1F_filt.fastq.gz,NP-008-511-714-1F_filt.fastq.gz,NP-009-513-714-1F_filt.fastq.gz,NP-010-515-714-1F_filt.fastq.gz,NP-011-516-715-1F_filt.fastq.gz,NP-014-520-715-1F_filt.fastq.gz,NP-015-521-715-1F_filt.fastq.gz,NP-017-502-715-1F_filt.fastq.gz,NP-018-503-715-1F_filt.fastq.gz,NP-019-505-715-1F_filt.fastq.gz,NP-022-508-715-1F_filt.fastq.gz,NP-025-513-716-1F_filt.fastq.gz,NP-026-515-716-1F_filt.fastq.gz,NP-027-516-716-1F_filt.fastq.gz,NP-028-517-716-1F_filt.fastq.gz,NP-029-518-716-1F_filt.fastq.gz,NP-034-503-718-1F_filt.fastq.gz,NP-035-505-718-1F_filt.fastq.gz,NP-036-506-718-1F_filt.fastq.gz,NP-037-507-718-1F_filt.fastq.gz
ASV121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV122,17,2,16,0,0,16,14,0,10,0,0,55,89,165,79,86,164,161,97,2,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV123,0,0,0,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,141,3,0,73,8,0,0,0,695,429,0,0,0,44,4,0,0
ASV125,0,0,0,0,0,0,0,2,0,0,0,18,21,40,11,7,2,9,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV126,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,1,0,3,0,228,72,97,103,520,0,0,0,0,260,0,0,0,0,0,0,3,0,75,0,0,0,0
ASV127,100,0,60,12,11,113,119,40,103,38,9,14,10,30,0,108,119,134,21,10,101,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV128,0,0,11,16,9,0,0,7,0,20,17,109,189,206,129,68,109,126,76,33,266,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV129,6,0,0,0,0,0,0,0,0,0,0,8,25,40,12,7,33,24,36,11,53,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV130,49,25,58,50,69,50,58,25,144,87,221,15,8,14,11,21,27,27,23,18,43,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0
ASV132,3,1,0,0,0,8,3,0,0,4,3,0,0,0,0,0,2,2,0,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV134,1,27,282,46,25,2,0,23,60,34,49,15,20,22,18,104,196,209,60,6,49,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV135,0,66,193,0,0,0,0,114,131,12,8,0,5,9,2,48,65,34,11,61,422,155,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV136,3,2,1,6,10,5,9,3,7,9,16,106,215,371,210,41,70,50,13,17,82,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV137,46,0,0,7,5,27,32,0,0,13,0,0,7,0,0,8,14,21,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV138,111,15,34,63,56,64,71,28,47,108,57,16,10,14,4,27,32,46,34,22,84,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV139,3,22,0,0,0,6,0,0,0,0,0,10,0,0,0,5,0,0,11,11,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV140,1,0,2,42,50,2,2,0,3,13,35,4,16,14,3,24,22,11,6,4,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV141,49,0,14,0,0,31,26,0,33,31,21,7,8,0,0,18,22,22,24,12,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV142,8,113,4,14,0,6,4,128,41,91,3,22,19,0,0,0,3,0,4,24,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0
ASV144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,24,0,0,0
ASV145,0,3,0,7,0,0,0,0,0,15,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,31,1044,0,2,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
ASV146,44,5,37,0,10,53,72,0,41,9,60,0,0,0,0,0,6,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV147,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,9,0,707,0,0,0,361,0,0
ASV148,147,12,106,8,24,173,199,44,135,33,37,0,3,11,6,14,13,14,10,13,66,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV149,4,13,0,0,0,2,0,0,0,0,0,0,6,0,0,0,8,3,0,34,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV150,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,4,0,0,2,0,0,724,40,58,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0
ASV151,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,55,14,165,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,217,0,0
ASV152,113,4,0,35,72,65,85,5,5,26,26,0,0,6,4,0,10,5,9,94,391,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV153,0,20,18,65,41,0,0,15,8,81,12,61,34,40,23,10,22,9,63,20,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV154,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,40,18,885,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
ASV155,0,158,25,12,0,0,0,205,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV156,169,47,135,0,12,242,187,79,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV157,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,9,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,334,0
ASV158,5,11,5,7,0,0,5,5,3,6,2,8,12,9,4,2,8,0,12,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV159,33,61,9,67,10,23,11,11,20,55,18,27,56,32,19,16,52,23,74,21,88,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV160,2,0,0,0,0,3,5,0,0,0,0,12,7,15,1,8,3,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV161,159,83,242,0,0,148,121,73,139,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,70,25,16,22,116,35,0,61,41,3,0,0,0,0,0,0,0,66,26,0,0,0,0
ASV163,0,11,2,4,0,0,0,3,0,0,0,54,52,6,0,0,3,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV164,0,114,0,0,0,10,0,15,1,23,0,10,0,0,1,0,4,0,29,42,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV165,3,0,9,2,2,0,0,2,5,9,2,17,26,23,13,109,210,196,85,22,130,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV166,17,5,0,7,18,13,14,13,11,0,9,14,1,4,0,0,6,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,367,0,0,0,331,0,0,0
ASV168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,92,130,47,23,57,0,0,0,0,0,0,0,0,0,0,0,4,0,73,0,0,496,0
ASV170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV171,46,0,11,26,15,40,66,4,15,7,15,32,69,104,57,14,13,30,19,53,191,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV172,0,95,12,115,24,0,0,26,9,193,10,86,56,6,0,3,10,0,60,22,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
ASV173,0,0,0,0,0,0,4,3,10,10,0,4,0,1,0,0,4,2,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV174,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,115,0,9,0,0,0,0,0,0,0,0,0,309,0,0,0,0,423,0
ASV175,22,3,33,0,2,14,16,5,31,9,3,39,41,64,61,13,39,28,15,44,281,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV176,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV177,83,38,156,42,36,100,55,80,143,53,51,0,0,0,0,0,0,0,0,5,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,152,0,0,0,0,226,0,0,0,0,24,39,0,0
ASV179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,24,586,0,0,0,0
ASV180,0,0,37,0,11,20,18,13,27,12,17,21,25,122,74,41,42,65,46,25,130,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,0,0,0,0,0,0,0,0,0
ASV182,36,7,2,0,0,278,120,12,12,0,0,0,0,3,0,8,10,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV183,10,0,0,0,2,4,5,3,0,10,4,3,4,4,4,24,22,28,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV184,0,0,9,8,256,0,1,0,14,0,6,0,0,0,0,0,3,0,0,8,9,4,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV185,44,5,19,17,0,44,70,21,49,7,14,13,13,13,12,17,22,15,28,9,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV186,0,40,0,0,0,0,12,0,7,0,11,34,30,0,0,0,0,0,20,11,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV187,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV188,0,5,0,0,0,0,0,5,0,15,0,22,62,9,5,0,6,0,20,43,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,54,0,206,17,0
ASV190,0,33,0,0,0,0,14,16,6,15,2,21,25,0,0,0,0,3,20,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV191,12,40,0,2,0,8,0,12,0,19,0,18,12,0,2,0,8,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV192,0,15,111,0,9,0,0,67,78,17,0,9,33,113,40,30,45,79,13,5,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,22,0,92,174,0,0,0,0,0,312,72,0,0,30,0,0,0,0
ASV195,0,6,0,8,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV196,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,8,191,0,0,0,0,0,0,0,0,0,0,0,15,0,34,0,0,0,0
ASV197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,5,0,675,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ASV198,0,0,0,31,30,0,0,0,0,75,15,146,213,15,27,0,4,1,9,54,41,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV199,0,17,31,104,233,15,11,0,19,90,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV200,16,7,15,16,78,6,11,10,10,35,6,45,45,18,9,0,7,8,8,16,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV201,0,0,0,0,0,0,0,4,0,4,0,15,7,0,2,4,0,3,11,5,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV202,0,25,0,35,3,0,0,7,10,66,0,130,149,25,14,5,15,12,27,38,49,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,13,0,19,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,125,0,0
ASV206,81,6,16,5,12,88,105,6,37,41,9,0,0,0,1,30,47,36,19,11,51,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV207,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0,0,0,0,0,0
ASV209,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV210,0,0,0,0,0,0,0,0,0,0,0,4,32,21,25,0,10,12,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV211,2,32,3,12,0,0,0,22,5,23,2,9,14,0,0,0,12,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV212,0,4,9,49,188,0,0,4,9,78,19,7,0,0,0,0,0,0,0,13,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV213,15,26,191,6,25,9,7,52,112,5,26,0,0,6,5,12,17,18,13,9,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV214,68,19,7,0,0,136,70,53,15,0,0,3,0,0,7,31,47,45,9,16,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV215,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,0,0,0,7,24,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV216,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,147,0,0,0,0,0,0,0,0,0,97,0,3,0,0,98,0
ASV217,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,57,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,178,0
ASV218,0,14,0,12,0,0,0,11,0,32,3,27,7,3,0,0,5,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,164,0,0
ASV221,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,9,0,42,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV222,25,2,353,25,18,0,0,0,10,0,11,0,0,0,0,0,0,0,1,0,1,0,0,0,99,7,9,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV223,0,28,98,3,7,3,5,33,74,8,3,6,0,10,4,43,101,108,36,11,54,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV224,0,15,72,0,0,6,5,40,35,3,0,6,43,24,12,36,76,72,38,6,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV225,0,26,191,6,0,0,5,41,75,9,1,9,28,35,17,31,36,57,13,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV226,0,5,0,1,3,0,0,0,11,0,0,29,13,5,19,0,9,0,8,118,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV227,5,9,6,40,187,0,0,6,5,11,14,0,20,0,3,7,0,0,2,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV228,36,7,53,7,12,37,28,22,125,8,14,13,0,12,15,33,45,32,15,15,54,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,133,0,0,0,423,0,41,0,0,0,0,0,0,0
ASV230,0,65,0,18,9,0,0,10,0,22,3,27,39,4,5,0,8,4,37,41,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV231,21,8,19,0,0,33,27,5,18,4,2,5,5,18,6,70,71,73,24,20,96,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV232,0,6,0,0,0,0,0,0,0,6,0,8,7,5,0,0,0,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,8,0,0,17,0,26,0,243,0,0
ASV234,0,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV235,0,0,0,0,0,0,0,0,0,0,0,31,65,5,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV236,0,6,18,28,51,0,2,18,23,12,39,0,0,0,0,8,5,4,6,69,248,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV237,4,25,0,3,2,4,0,11,0,17,0,48,46,2,0,0,10,5,42,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV238,0,7,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,111,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0
ASV239,0,12,60,24,37,0,0,16,28,13,11,0,0,3,3,7,16,11,13,4,44,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,58,393,0,0,0,0,0,0,0
ASV242,0,38,0,13,0,0,0,12,4,38,0,119,113,0,0,0,0,1,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,0,0,0,0,0,0,0,0,0,0,0,0
ASV244,27,0,0,19,16,22,33,0,0,12,14,8,0,1,0,11,20,21,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV245,2,6,53,6,4,0,0,44,103,13,5,0,0,0,0,57,101,58,39,8,58,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV246,13,3,26,1,0,58,416,21,27,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV248,7,0,0,0,0,9,9,0,8,10,8,40,24,24,17,6,7,9,8,13,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV249,0,44,0,21,3,0,0,5,0,47,2,21,18,0,0,0,0,0,0,3,8,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV250,0,0,0,0,0,0,0,0,0,15,15,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV251,67,0,5,17,14,23,21,0,7,10,11,36,18,59,16,9,14,20,10,16,99,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV252,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV253,0,5,0,0,3,0,0,3,0,0,0,0,2,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
