,H2O-041-513-718-1F_filt.fastq.gz,H2O-042-515-718-1F_filt.fastq.gz,H2O-043-516-718-1F_filt.fastq.gz,H2O-044-517-718-1F_filt.fastq.gz,H2O-045-518-719-1F_filt.fastq.gz,H2O-046-520-719-1F_filt.fastq.gz,H2O-047-521-719-1F_filt.fastq.gz,H2O-048-522-719-1F_filt.fastq.gz,H2O-049-502-719-1F_filt.fastq.gz,H2O-050-503-719-1F_filt.fastq.gz,H2O-051-505-719-1F_filt.fastq.gz,H2O-052-506-719-1F_filt.fastq.gz,H2O-053-507-719-1F_filt.fastq.gz,H2O-054-508-719-1F_filt.fastq.gz,H2O-055-510-719-1F_filt.fastq.gz,H2O-056-511-720-1F_filt.fastq.gz,H2O-057-513-720-1F_filt.fastq.gz,H2O-058-515-720-1F_filt.fastq.gz,H2O-059-516-720-1F_filt.fastq.gz,H2O-060-517-720-1F_filt.fastq.gz,H2O-061-521-720-1F_filt.fastq.gz,H2O-062-520-720-1F_filt.fastq.gz,NP-001-502-714-1F_filt.fastq.gz,NP-002-503-714-1F_filt.fastq.gz,NP-003-505-714-1F_filt.fastq.gz,NP-004-506-714-1F_filt.fastq.gz,NP-007-510-714-1F_filt.fastq.gz,NP-008-511-714-1F_filt.fastq.gz,NP-009-513-714-1F_filt.fastq.gz,NP-010-515-714-1F_filt.fastq.gz,NP-011-516-715-1F_filt.fastq.gz,NP-014-520-715-1F_filt.fastq.gz,NP-015-521-715-1F_filt.fastq.gz,NP-017-502-715-1F_filt.fastq.gz,NP-018-503-715-1F_filt.fastq.gz,NP-019-505-715-1F_filt.fastq.gz,NP-022-508-715-1F_filt.fastq.gz,NP-025-513-716-1F_filt.fastq.gz,NP-026-515-716-1F_filt.fastq.gz,NP-027-516-716-1F_filt.fastq.gz,NP-028-517-716-1F_filt.fastq.gz,NP-029-518-716-1F_filt.fastq.gz,NP-034-503-718-1F_filt.fastq.gz,NP-035-505-718-1F_filt.fastq.gz,NP-036-506-718-1F_filt.fastq.gz,NP-037-507-718-1F_filt.fastq.gz
NP-022-508-715-1F_filt.fastq.gz,0.685121005,0.657859289,0.681847022,0.674983633,0.680222505,0.689293841,0.690296601,0.68679812,0.704198158,0.67869026,0.716983192,0.644956508,0.638970832,0.613660577,0.617352773,0.69231899,0.695830416,0.684310688,0.687999437,0.676410844,0.674986203,0.676996601,0.687570411,0.530778294,0.616723181,0.463792901,0.682508783,0.418804218,0.643932523,0.302184142,0.376619994,0.504697682,0.579561426,0.584939693,0.721613298,0.755184456,0,0.37497538,0.584804569,0.754689921,0.678229792,0.49086511,0.575890908,0.374034148,0.636904598,0.921718401
NP-025-513-716-1F_filt.fastq.gz,0.650066271,0.62455188,0.630655238,0.607906531,0.612662034,0.661126285,0.665320039,0.646805896,0.661338677,0.633791626,0.6370675,0.616586955,0.610946759,0.637656252,0.625052192,0.651017712,0.652002065,0.640707326,0.632633214,0.638030944,0.637272119,0.637337781,0.638049616,0.551247891,0.680118898,0.650065142,0.764566474,0.450140729,0.280298877,0.101373525,0.135009708,0.420448332,0.411039022,0.228738791,0.367011486,0.656588825,0.37497538,0,0.262384342,0.597845954,0.736534925,0.56335255,0.221795245,0.238398843,0.70799038,0.900666308
NP-026-515-716-1F_filt.fastq.gz,0.633556369,0.600809824,0.612151086,0.593906775,0.603436043,0.638431063,0.642557486,0.626715646,0.637787995,0.617131928,0.604648941,0.632552549,0.633789381,0.666503173,0.650150947,0.635291847,0.636041452,0.622557357,0.610091372,0.624403624,0.621472998,0.623226148,0.697600068,0.605673328,0.732124228,0.711342712,0.833625999,0.615367104,0.088947136,0.351083069,0.319680176,0.596417064,0.373237827,0.102413837,0.154631472,0.597238876,0.584804569,0.262384342,0,0.599140756,0.782879993,0.630664598,0.158791338,0.439414914,0.755751336,0.901099777
NP-027-516-716-1F_filt.fastq.gz,0.644012027,0.672480855,0.693170702,0.711351975,0.712434208,0.641147514,0.632486255,0.647877502,0.632749373,0.656858777,0.696061457,0.64708045,0.644565735,0.683149161,0.67255122,0.651304496,0.641297377,0.678528033,0.68269917,0.6788312,0.687442319,0.68942685,0.743684075,0.715709048,0.716189572,0.759108542,0.781845031,0.683927663,0.557498672,0.581837995,0.505450689,0.3229012,0.263494519,0.568497555,0.625838688,0.783329247,0.754689921,0.597845954,0.599140756,0,0.764902861,0.65641894,0.515482528,0.560995913,0.336764816,0.871247973
NP-028-517-716-1F_filt.fastq.gz,0.830902172,0.819834592,0.834299598,0.838757289,0.837830419,0.829839327,0.828169435,0.823784761,0.827922744,0.822260428,0.846787491,0.787057644,0.774928665,0.714156588,0.754319588,0.826061474,0.825631731,0.833146622,0.835238745,0.830075796,0.835068511,0.834655436,0.722900696,0.777307166,0.264027745,0.380485783,0.46029357,0.473944391,0.766183375,0.694478527,0.731019977,0.755627904,0.735772299,0.753746916,0.861029438,0.888062371,0.678229792,0.736534925,0.782879993,0.764902861,0,0.59481013,0.753084417,0.590151826,0.498372473,0.933244744
NP-029-518-716-1F_filt.fastq.gz,0.714686006,0.701524876,0.734750933,0.736998915,0.738959165,0.721635205,0.719727705,0.713353421,0.72336393,0.704746605,0.757082014,0.655015123,0.636309715,0.6026416,0.63379987,0.712235176,0.709434884,0.722082163,0.725781488,0.71109098,0.721819883,0.719827018,0.400267098,0.64815782,0.44875794,0.46502791,0.62257699,0.396039198,0.682959215,0.505468126,0.524152388,0.575593227,0.517594449,0.620710017,0.804513276,0.846558689,0.49086511,0.56335255,0.630664598,0.65641894,0.59481013,0,0.590928147,0.426618474,0.492110927,0.703024661
NP-034-503-718-1F_filt.fastq.gz,0.594716878,0.595499968,0.588681992,0.580306096,0.589925072,0.604625526,0.606244786,0.593239581,0.601059229,0.586573334,0.575343944,0.605222465,0.600480973,0.641761389,0.620752086,0.5927137,0.590371831,0.583232493,0.579506815,0.598234976,0.591800137,0.5964902,0.692290641,0.638834803,0.733602252,0.73195562,0.845800849,0.592700252,0.179993685,0.297847824,0.216797824,0.447454784,0.293766737,0.166043571,0.264230046,0.636826723,0.575890908,0.221795245,0.158791338,0.515482528,0.753084417,0.590928147,0,0.381502529,0.686755343,0.903332449
NP-035-505-718-1F_filt.fastq.gz,0.652100103,0.625201934,0.659145029,0.653218202,0.654208122,0.660869006,0.662532332,0.648564803,0.657311675,0.636216911,0.679459074,0.601398531,0.591145991,0.539486743,0.573603328,0.653632758,0.652771733,0.65480475,0.652671069,0.643743807,0.652526213,0.650592295,0.62908187,0.609196747,0.462384015,0.497707743,0.624139017,0.247613382,0.453758956,0.189832259,0.26614162,0.471087578,0.412844579,0.396669581,0.541853423,0.736720102,0.374034148,0.238398843,0.439414914,0.560995913,0.590151826,0.426618474,0.381502529,0,0.498787043,0.893478855
NP-036-506-718-1F_filt.fastq.gz,0.727648999,0.739846536,0.765715968,0.786390875,0.785339046,0.724646762,0.717201202,0.725919317,0.713223082,0.732666146,0.771999955,0.688441218,0.674896115,0.624439148,0.666861837,0.733552024,0.723929453,0.758878019,0.761015325,0.755719593,0.765771399,0.767078745,0.702218921,0.716388732,0.428312677,0.494244553,0.575437912,0.423770689,0.727171328,0.64850422,0.661383542,0.431873297,0.451293414,0.715728003,0.814803522,0.857827653,0.636904598,0.70799038,0.755751336,0.336764816,0.498372473,0.492110927,0.686755343,0.498787043,0,0.907944133
NP-037-507-718-1F_filt.fastq.gz,0.899003434,0.895988137,0.904850638,0.905062119,0.90231607,0.897420767,0.898420673,0.898709561,0.905192409,0.892871829,0.916169421,0.895345511,0.893911535,0.905162697,0.906121573,0.900149625,0.900125845,0.901089695,0.901897814,0.889807173,0.897833327,0.894670919,0.328566261,0.909881334,0.918157855,0.926977491,0.908247874,0.905302486,0.896103702,0.901954951,0.902132183,0.905445929,0.897212689,0.883210815,0.900115978,0.927397148,0.921718401,0.900666308,0.901099777,0.871247973,0.933244744,0.703024661,0.903332449,0.893478855,0.907944133,0
