Group,Distance
CW_CF,0.77534217
CW_CF,0.799902187
CW_CF,0.747847677
CW_CF,0.879801461
CW_CF,0.790670321
CW_CF,0.859581939
CW_CF,0.80831455
CW_CF,0.774096971
CW_CF,0.804910474
CW_CF,0.780814748
CW_CF,0.849551927
CW_CF,0.7663763
CW_CF,0.675882928
CW_CF,0.81172196
CW_CF,0.79482152
CW_CF,0.785620946
CW_CF,0.798277663
CW_CF,0.780216654
CW_CF,0.890747202
CW_CF,0.82145575
CW_CF,0.877763412
CW_CF,0.827864832
CW_CF,0.79950046
CW_CF,0.831509457
CW_CF,0.81060821
CW_CF,0.862374963
CW_CF,0.792539131
CW_CF,0.704174178
CW_CF,0.826214413
CW_CF,0.810773802
CW_CF,0.800275869
CW_CF,0.834183536
CW_CF,0.793938939
CW_CF,0.896673607
CW_CF,0.833128177
CW_CF,0.883483315
CW_CF,0.840975853
CW_CF,0.820466492
CW_CF,0.838620357
CW_CF,0.831193025
CW_CF,0.88042811
CW_CF,0.819340971
CW_CF,0.736440521
CW_CF,0.851829571
CW_CF,0.824661211
CW_CF,0.827594867
CW_CF,0.851035312
CW_CF,0.825547498
CW_CF,0.911326429
CW_CF,0.868168121
CW_CF,0.906107873
CW_CF,0.853596095
CW_CF,0.831109742
CW_CF,0.863355954
CW_CF,0.845518499
CW_CF,0.894091991
CW_CF,0.836177331
CW_CF,0.708779708
CW_CF,0.80058237
CW_CF,0.790655321
CW_CF,0.741458768
CW_CF,0.806411325
CW_CF,0.777822551
CW_CF,0.88848197
CW_CF,0.800511463
CW_CF,0.876056423
CW_CF,0.828819664
CW_CF,0.808892548
CW_CF,0.829902095
CW_CF,0.828386286
CW_CF,0.858564948
CW_CF,0.813251638
CW_FF,0.773233677
CW_FF,0.702866505
CW_FF,0.74626967
CW_FF,0.709828295
CW_FF,0.690028374
CW_FF,0.900191346
CW_FF,0.724432786
CW_FF,0.765309923
CW_FF,0.748595136
CW_FF,0.832853426
CW_FF,0.744079662
CW_FF,0.783569785
CW_FF,0.749972891
CW_FF,0.734416201
CW_FF,0.920137445
CW_FF,0.761369996
CW_FF,0.799863017
CW_FF,0.795653902
CW_FF,0.809989462
CW_FF,0.725989306
CW_FF,0.770894455
CW_FF,0.729262154
CW_FF,0.744019057
CW_FF,0.907568582
CW_FF,0.752993405
CW_FF,0.775101658
CW_FF,0.746144914
CW_FF,0.832199696
CW_FF,0.734843788
CW_FF,0.787510867
CW_FF,0.751141488
CW_FF,0.752123008
CW_FF,0.91803169
CW_FF,0.773060464
CW_FF,0.806231603
CW_FF,0.776692374
CW_FF,0.820040747
CW_FF,0.744837212
CW_FF,0.785909303
CW_FF,0.741597376
CW_FF,0.73845351
CW_FF,0.913758018
CW_FF,0.768107379
CW_FF,0.804010011
CW_FF,0.782286314
CW_FF,0.788225841
CW_FF,0.717531959
CW_FF,0.754439605
CW_FF,0.742562969
CW_FF,0.726344187
CW_FF,0.89717081
CW_FF,0.7352266
CW_FF,0.764127625
CW_FF,0.766388698
CW_FF,0.792929392
CW_FF,0.706367773
CW_FF,0.747417464
CW_FF,0.701064224
CW_FF,0.693205617
CW_FF,0.895942322
CW_FF,0.731620208
CW_FF,0.787003333
CW_FF,0.758093281
CW_FF,0.814816635
CW_FF,0.742342298
CW_FF,0.773815352
CW_FF,0.73438874
CW_FF,0.71687982
CW_FF,0.905940557
CW_FF,0.754793989
CW_FF,0.809012509
CW_FF,0.775593241
CW_FF,0.824357729
CW_FF,0.748514611
CW_FF,0.794094502
CW_FF,0.742095437
CW_FF,0.74489868
CW_FF,0.918001048
CW_FF,0.775090272
CW_FF,0.807868589
CW_FF,0.789605477
CW_FF,0.843126352
CW_FF,0.770256173
CW_FF,0.810461618
CW_FF,0.773851287
CW_FF,0.764920563
CW_FF,0.929047925
CW_FF,0.791203281
CW_FF,0.821892907
CW_FF,0.81269598
CW_FF,0.803334351
CW_FF,0.710124579
CW_FF,0.754702881
CW_FF,0.737749421
CW_FF,0.735654588
CW_FF,0.903316733
CW_FF,0.728898944
CW_FF,0.780513014
CW_FF,0.748555205
FW_FF,0.84858746
FW_FF,0.780350179
FW_FF,0.823150505
FW_FF,0.780815182
FW_FF,0.783429932
FW_FF,0.932254781
FW_FF,0.811245166
FW_FF,0.82587708
FW_FF,0.811420871
FW_FF,0.841580949
FW_FF,0.759352571
FW_FF,0.780034768
FW_FF,0.755199515
FW_FF,0.758804566
FW_FF,0.931554103
FW_FF,0.765324097
FW_FF,0.800920852
FW_FF,0.805239261
FW_FF,0.787383573
FW_FF,0.702928292
FW_FF,0.765209663
FW_FF,0.708259024
FW_FF,0.69573963
FW_FF,0.888740499
FW_FF,0.719083811
FW_FF,0.778129032
FW_FF,0.744545661
FW_FF,0.778532283
FW_FF,0.705890093
FW_FF,0.763531235
FW_FF,0.716331775
FW_FF,0.690038319
FW_FF,0.884223124
FW_FF,0.721368201
FW_FF,0.772534213
FW_FF,0.741573541
FW_FF,0.795283454
FW_FF,0.712227922
FW_FF,0.754610414
FW_FF,0.700166981
FW_FF,0.676649421
FW_FF,0.89107168
FW_FF,0.717332691
FW_FF,0.766239692
FW_FF,0.758964516
FW_FF,0.817714349
FW_FF,0.740132045
FW_FF,0.776372089
FW_FF,0.713087129
FW_FF,0.719321361
FW_FF,0.910351559
FW_FF,0.74714092
FW_FF,0.795864607
FW_FF,0.776534681
FW_FF,0.817523544
FW_FF,0.743707199
FW_FF,0.773738621
FW_FF,0.743368987
FW_FF,0.732000699
FW_FF,0.900446674
FW_FF,0.745742818
FW_FF,0.795962545
FW_FF,0.764170312
FW_FF,0.841043719
FW_FF,0.766766403
FW_FF,0.803302688
FW_FF,0.756982653
FW_FF,0.768576198
FW_FF,0.918572117
FW_FF,0.778398028
FW_FF,0.806169934
FW_FF,0.792108883
FW_FF,0.840641083
FW_FF,0.764761509
FW_FF,0.812016697
FW_FF,0.758479478
FW_FF,0.762158404
FW_FF,0.924090192
FW_FF,0.784158149
FW_FF,0.821271469
FW_FF,0.802078335
FW_FF,0.823423954
FW_FF,0.75358083
FW_FF,0.792268081
FW_FF,0.74823124
FW_FF,0.757834988
FW_FF,0.92679674
FW_FF,0.781054669
FW_FF,0.797987752
FW_FF,0.785444733
FW_FF,0.823977808
FW_FF,0.744805372
FW_FF,0.785856989
FW_FF,0.745345929
FW_FF,0.758503508
FW_FF,0.922207335
FW_FF,0.761891614
FW_FF,0.8063557
FW_FF,0.7818069
FW_CF,0.742412098
FW_CF,0.859275349
FW_CF,0.834214277
FW_CF,0.828832051
FW_CF,0.855040592
FW_CF,0.83306743
FW_CF,0.915057627
FW_CF,0.865622187
FW_CF,0.90082867
FW_CF,0.869660561
FW_CF,0.852244885
FW_CF,0.866305625
FW_CF,0.864535269
FW_CF,0.901878684
FW_CF,0.85689344
FW_CF,0.728603374
FW_CF,0.855684705
FW_CF,0.814233066
FW_CF,0.811233715
FW_CF,0.84487489
FW_CF,0.823319052
FW_CF,0.91373239
FW_CF,0.860526843
FW_CF,0.902737474
FW_CF,0.85707104
FW_CF,0.825855721
FW_CF,0.86029894
FW_CF,0.8425658
FW_CF,0.900082146
FW_CF,0.834542938
FW_CF,0.669261886
FW_CF,0.790906638
FW_CF,0.783352477
FW_CF,0.782312031
FW_CF,0.790405181
FW_CF,0.754263054
FW_CF,0.862229435
FW_CF,0.798942159
FW_CF,0.873689875
FW_CF,0.812646983
FW_CF,0.779632992
FW_CF,0.806847923
FW_CF,0.807920306
FW_CF,0.842249375
FW_CF,0.78523698
FW_CF,0.677234068
FW_CF,0.778766713
FW_CF,0.787979491
FW_CF,0.760873926
FW_CF,0.774054349
FW_CF,0.752116183
FW_CF,0.870752756
FW_CF,0.786185084
FW_CF,0.868692113
FW_CF,0.798912337
FW_CF,0.77935428
FW_CF,0.799276447
FW_CF,0.800534203
FW_CF,0.838068794
FW_CF,0.776910231
FW_CF,0.674375411
FW_CF,0.782257132
FW_CF,0.774474313
FW_CF,0.774233062
FW_CF,0.791560652
FW_CF,0.748019473
FW_CF,0.878462272
FW_CF,0.778900319
FW_CF,0.864246942
FW_CF,0.803454834
FW_CF,0.770269723
FW_CF,0.803857098
FW_CF,0.79435161
FW_CF,0.841503547
FW_CF,0.769899247
FW_CF,0.696975641
FW_CF,0.820301655
FW_CF,0.801664387
FW_CF,0.800224261
FW_CF,0.819175378
FW_CF,0.777482195
FW_CF,0.887048825
FW_CF,0.817695703
FW_CF,0.864916569
FW_CF,0.834647554
FW_CF,0.806359518
FW_CF,0.823124098
FW_CF,0.826506945
FW_CF,0.862815135
FW_CF,0.81632466
FW_CF,0.700127675
FW_CF,0.802937551
FW_CF,0.811106091
FW_CF,0.777525448
FW_CF,0.788329489
FW_CF,0.78800708
FW_CF,0.883833628
FW_CF,0.80358512
FW_CF,0.876966281
FW_CF,0.820078092
FW_CF,0.810898718
FW_CF,0.827927016
FW_CF,0.815673696
FW_CF,0.856021322
FW_CF,0.788908326
FW_CF,0.740761242
FW_CF,0.839104658
FW_CF,0.829500201
FW_CF,0.810184677
FW_CF,0.822657574
FW_CF,0.80965435
FW_CF,0.897392239
FW_CF,0.834281196
FW_CF,0.886821156
FW_CF,0.858701716
FW_CF,0.833974353
FW_CF,0.852055
FW_CF,0.85225125
FW_CF,0.875377729
FW_CF,0.833602538
FW_CF,0.724312425
FW_CF,0.840167527
FW_CF,0.830548682
FW_CF,0.816691612
FW_CF,0.837085718
FW_CF,0.811594166
FW_CF,0.904336865
FW_CF,0.845429031
FW_CF,0.899497969
FW_CF,0.855753804
FW_CF,0.836930751
FW_CF,0.851796643
FW_CF,0.84699682
FW_CF,0.889252998
FW_CF,0.83499494
FW_CF,0.722614144
FW_CF,0.83429642
FW_CF,0.818326868
FW_CF,0.799572006
FW_CF,0.834898375
FW_CF,0.80419288
FW_CF,0.903529036
FW_CF,0.841162095
FW_CF,0.892414302
FW_CF,0.851519809
FW_CF,0.828933208
FW_CF,0.846023985
FW_CF,0.839028914
FW_CF,0.882917335
FW_CF,0.830216177
FW_CF,0.720678501
FW_CF,0.83521395
FW_CF,0.82708523
FW_CF,0.794902096
FW_CF,0.821386672
FW_CF,0.810306021
FW_CF,0.901197724
FW_CF,0.831896153
FW_CF,0.881496826
FW_CF,0.849673702
FW_CF,0.830343838
FW_CF,0.847749445
FW_CF,0.839388389
FW_CF,0.885173876
FW_CF,0.82661522
CW_FW,0.466580969
CW_FW,0.332132079
CW_FW,0.378274769
CW_FW,0.325652766
CW_FW,0.351232713
CW_FW,0.46051408
CW_FW,0.455914585
CW_FW,0.368501441
CW_FW,0.327665575
CW_FW,0.314378975
CW_FW,0.441907851
CW_FW,0.432120157
CW_FW,0.304202376
CW_FW,0.386361239
CW_FW,0.348247696
CW_FW,0.384529603
CW_FW,0.44068927
CW_FW,0.460110516
CW_FW,0.374700482
CW_FW,0.37601611
CW_FW,0.331650082
CW_FW,0.431901641
CW_FW,0.335858192
CW_FW,0.399628818
CW_FW,0.38314747
CW_FW,0.37138989
CW_FW,0.369544688
CW_FW,0.394664346
CW_FW,0.365107107
CW_FW,0.340792382
CW_FW,0.332509926
CW_FW,0.428812683
CW_FW,0.351140468
CW_FW,0.357621386
CW_FW,0.392215927
CW_FW,0.368375513
CW_FW,0.388480213
CW_FW,0.391102811
CW_FW,0.39335201
CW_FW,0.368554285
CW_FW,0.349252883
CW_FW,0.343741228
CW_FW,0.459864776
CW_FW,0.357170456
CW_FW,0.354581826
CW_FW,0.391248676
CW_FW,0.372073189
CW_FW,0.425010217
CW_FW,0.422531119
CW_FW,0.368852295
CW_FW,0.307228934
CW_FW,0.346756319
CW_FW,0.338620337
CW_FW,0.466927192
CW_FW,0.374437384
CW_FW,0.38989843
CW_FW,0.364698721
CW_FW,0.375426399
CW_FW,0.394539546
CW_FW,0.418313571
CW_FW,0.387716858
CW_FW,0.333927035
CW_FW,0.320408213
CW_FW,0.305643819
CW_FW,0.401946998
CW_FW,0.396713404
CW_FW,0.403465392
CW_FW,0.378819275
CW_FW,0.370132346
CW_FW,0.395594199
CW_FW,0.435178665
CW_FW,0.373027843
CW_FW,0.33078755
CW_FW,0.335348325
CW_FW,0.322278398
CW_FW,0.43224025
CW_FW,0.358395512
CW_FW,0.438158313
CW_FW,0.352536267
CW_FW,0.36056276
CW_FW,0.373267732
CW_FW,0.39761487
CW_FW,0.426530321
CW_FW,0.409209589
CW_FW,0.343953628
CW_FW,0.321957767
CW_FW,0.373605647
CW_FW,0.373086514
CW_FW,0.425428115
CW_FW,0.288414789
CW_FW,0.37014743
CW_FW,0.326219016
CW_FW,0.382899792
CW_FW,0.45660841
CW_FW,0.427901291
CW_FW,0.329209932
CW_FW,0.299384103
CW_FW,0.333094879
CW_FW,0.384010859
CW_FW,0.411268638
CW_FW,0.329364003
CW_FW,0.285781865
CW_FW,0.304056348
CW_FW,0.331690545
CW_FW,0.394142241
CW_FW,0.397391657
CW_FW,0.341637238
CW_FW,0.254654454
CW_FW,0.329213125
CW_FW,0.362000918
CW_FW,0.394073435
CW_FW,0.310912516
CW_FW,0.334406261
CW_FW,0.338997305
CW_FW,0.367394099
CW_FW,0.389017917
CW_FW,0.379981408
CW_FW,0.349584484
CW_FW,0.302904043
CW_FW,0.379475094
CW_FW,0.352494373
CF_FF,0.669083393
CF_FF,0.489334378
CF_FF,0.557015712
CF_FF,0.503885658
CF_FF,0.527126907
CF_FF,0.487189964
CF_FF,0.59476014
CF_FF,0.701191857
CF_FF,0.606622694
CF_FF,0.493349957
CF_FF,0.553613064
CF_FF,0.413827975
CF_FF,0.529254392
CF_FF,0.601470731
CF_FF,0.574333388
CF_FF,0.545480387
CF_FF,0.564741318
CF_FF,0.447907103
CF_FF,0.474548644
CF_FF,0.595435468
CF_FF,0.461077247
CF_FF,0.72191211
CF_FF,0.726889011
CF_FF,0.737050268
CF_FF,0.544334239
CF_FF,0.543497781
CF_FF,0.632027628
CF_FF,0.546866569
CF_FF,0.680667858
CF_FF,0.534754085
CF_FF,0.544029964
CF_FF,0.578868535
CF_FF,0.31030989
CF_FF,0.4843463
CF_FF,0.612629366
CF_FF,0.397598318
CF_FF,0.683261525
CF_FF,0.782462411
CF_FF,0.695782612
CF_FF,0.472183189
CF_FF,0.431307401
CF_FF,0.589682315
CF_FF,0.463341527
CF_FF,0.640605499
CF_FF,0.46385113
CF_FF,0.550958758
CF_FF,0.657653883
CF_FF,0.461675313
CF_FF,0.560689219
CF_FF,0.688583778
CF_FF,0.530949103
CF_FF,0.758918679
CF_FF,0.640683519
CF_FF,0.670869027
CF_FF,0.605961849
CF_FF,0.560874004
CF_FF,0.684929816
CF_FF,0.625555368
CF_FF,0.742451599
CF_FF,0.605248743
CF_FF,0.434306385
CF_FF,0.47122861
CF_FF,0.439788423
CF_FF,0.537646185
CF_FF,0.616954681
CF_FF,0.458721844
CF_FF,0.725567483
CF_FF,0.739030391
CF_FF,0.686683455
CF_FF,0.530002219
CF_FF,0.468012096
CF_FF,0.565218722
CF_FF,0.536328524
CF_FF,0.687818337
CF_FF,0.531670224
CF_FF,0.789775212
CF_FF,0.595446817
CF_FF,0.728347734
CF_FF,0.694701676
CF_FF,0.607690995
CF_FF,0.636051978
CF_FF,0.442961616
CF_FF,0.78914121
CF_FF,0.695669848
CF_FF,0.593238834
CF_FF,0.703731888
CF_FF,0.646177726
CF_FF,0.673784364
CF_FF,0.523128522
CF_FF,0.582141048
CF_FF,0.4775537
CF_FF,0.627997028
CF_FF,0.496367161
CF_FF,0.516440806
CF_FF,0.595532731
CF_FF,0.498444563
CF_FF,0.710957227
CF_FF,0.723023822
CF_FF,0.674635917
CF_FF,0.515629596
CF_FF,0.516437956
CF_FF,0.550109148
CF_FF,0.499487124
CF_FF,0.676161207
CF_FF,0.533302419
CF_FF,0.574139503
CF_FF,0.627359844
CF_FF,0.48012316
CF_FF,0.550056032
CF_FF,0.648179885
CF_FF,0.517290645
CF_FF,0.637980067
CF_FF,0.789382717
CF_FF,0.690200094
CF_FF,0.510811979
CF_FF,0.430176644
CF_FF,0.520690516
CF_FF,0.464283349
CF_FF,0.662339906
CF_FF,0.53662798
CF_FF,0.640385066
CF_FF,0.515244776
CF_FF,0.534822845
CF_FF,0.462531289
CF_FF,0.514568704
CF_FF,0.474839402
CF_FF,0.67832502
CF_FF,0.713023138
CF_FF,0.668452656
CF_FF,0.576870136
CF_FF,0.554321098
CF_FF,0.564321511
CF_FF,0.600559823
CF_FF,0.649444704
CF_FF,0.603161376
